time,open,high,low,close,volume
1780323900000,71598.90000000,71661.80000000,71472.00000000,71532.00000000,136.55044000
1780324200000,71532.00000000,71597.80000000,71363.43000000,71482.02000000,318.45198000
1780324500000,71482.01000000,71581.95000000,71457.72000000,71482.67000000,115.60849000
1780324800000,71482.67000000,71536.00000000,71414.28000000,71491.98000000,148.27781000
1780325100000,71491.99000000,71600.00000000,71464.01000000,71507.26000000,129.69675000
1780325400000,71507.26000000,71617.09000000,71414.28000000,71437.75000000,123.16028000
1780325700000,71437.75000000,71567.91000000,71428.00000000,71567.91000000,89.18341000
1780326000000,71567.91000000,71668.76000000,71550.46000000,71608.01000000,103.27245000
1780326300000,71608.01000000,71677.55000000,71538.72000000,71569.39000000,94.44361000
1780326600000,71569.38000000,71596.47000000,71426.15000000,71515.92000000,71.33588000
1780326900000,71515.92000000,71528.65000000,71248.00000000,71254.48000000,215.39056000
1780327200000,71254.49000000,71335.35000000,71177.72000000,71178.29000000,158.20785000
1780327500000,71178.29000000,71224.05000000,71066.33000000,71084.35000000,252.11419000
1780327800000,71084.35000000,71412.00000000,71076.00000000,71378.00000000,206.70745000
1780328100000,71377.99000000,71491.77000000,71268.13000000,71300.00000000,149.92490000
1780328400000,71299.99000000,71326.00000000,71261.68000000,71274.43000000,84.63420000
1780328700000,71274.42000000,71298.00000000,71154.00000000,71166.02000000,108.45606000
1780329000000,71166.02000000,71179.95000000,71092.11000000,71092.11000000,97.36752000
1780329300000,71092.12000000,71150.00000000,71072.57000000,71129.62000000,114.60948000
1780329600000,71129.62000000,71196.25000000,71106.67000000,71138.01000000,104.35861000
1780329900000,71138.01000000,71138.01000000,70896.85000000,70896.85000000,297.48890000
1780330200000,70896.86000000,70923.90000000,70686.68000000,70884.01000000,342.64658000
1780330500000,70884.01000000,70953.92000000,70813.88000000,70913.03000000,244.97173000
1780330800000,70913.02000000,70964.17000000,70889.82000000,70924.65000000,98.28782000
1780331100000,70924.65000000,71092.00000000,70918.04000000,71092.00000000,136.72877000
1780331400000,71091.99000000,71200.84000000,71042.58000000,71200.84000000,419.11936000
1780331700000,71200.83000000,71264.09000000,71102.10000000,71226.01000000,531.59345000
1780332000000,71226.01000000,71356.00000000,71203.38000000,71344.00000000,176.38401000
1780332300000,71344.00000000,71426.16000000,71343.99000000,71379.77000000,103.79553000
1780332600000,71379.77000000,71426.15000000,71341.94000000,71426.15000000,93.20048000
1780332900000,71426.15000000,71599.95000000,71426.14000000,71564.01000000,271.99885000
1780333200000,71564.01000000,71615.87000000,71473.16000000,71592.22000000,102.42671000
1780333500000,71592.22000000,71616.00000000,71559.29000000,71564.02000000,58.42469000
1780333800000,71564.01000000,71628.00000000,71564.01000000,71586.96000000,47.84763000
1780334100000,71586.95000000,71656.60000000,71469.64000000,71532.12000000,77.76040000
1780334400000,71532.12000000,71569.38000000,71524.90000000,71545.68000000,38.32804000
1780334700000,71545.69000000,71736.87000000,71516.02000000,71733.33000000,90.98456000
1780335000000,71733.32000000,71780.40000000,71531.51000000,71540.00000000,133.71476000
1780335300000,71540.01000000,71625.44000000,71532.41000000,71581.99000000,61.27239000
1780335600000,71582.00000000,71750.00000000,71564.00000000,71722.16000000,209.96528000
1780335900000,71722.16000000,71745.76000000,71655.98000000,71741.38000000,46.43341000
1780336200000,71741.37000000,71800.73000000,71687.05000000,71715.98000000,88.63849000
1780336500000,71715.98000000,71750.23000000,71622.67000000,71646.01000000,43.66103000
1780336800000,71646.00000000,71687.28000000,71600.00000000,71600.01000000,36.41712000
1780337100000,71600.00000000,71604.24000000,71542.96000000,71582.00000000,54.17789000
1780337400000,71582.00000000,71598.86000000,71465.28000000,71477.46000000,63.03391000
1780337700000,71477.46000000,71507.59000000,71384.38000000,71399.58000000,55.70178000
1780338000000,71399.57000000,71464.57000000,71382.00000000,71419.93000000,50.49470000
1780338300000,71419.93000000,71545.16000000,71419.93000000,71545.15000000,36.26073000
1780338600000,71545.16000000,71675.99000000,71524.40000000,71623.31000000,54.77181000
1780338900000,71623.32000000,71653.33000000,71569.42000000,71581.99000000,27.47704000
1780339200000,71582.00000000,71620.00000000,71506.67000000,71506.67000000,27.53362000
1780339500000,71506.67000000,71506.68000000,71419.93000000,71429.48000000,60.15958000
1780339800000,71429.48000000,71553.32000000,71396.00000000,71545.21000000,94.91026000
1780340100000,71545.22000000,71545.22000000,71492.00000000,71498.64000000,106.41824000
1780340400000,71498.64000000,71499.85000000,71452.00000000,71464.00000000,24.46356000
1780340700000,71464.00000000,71474.00000000,71431.17000000,71445.81000000,23.04717000
1780341000000,71445.81000000,71454.00000000,71414.21000000,71433.02000000,20.96707000
1780341300000,71433.02000000,71443.26000000,71386.00000000,71418.00000000,45.96279000
1780341600000,71417.99000000,71476.00000000,71417.99000000,71466.53000000,33.50086000
1780341900000,71466.52000000,71621.62000000,71452.51000000,71621.61000000,49.68879000
1780342200000,71621.61000000,71666.00000000,71605.91000000,71646.83000000,37.43567000
1780342500000,71646.84000000,71646.84000000,71563.31000000,71641.52000000,37.19704000
1780342800000,71641.51000000,71650.92000000,71535.94000000,71638.93000000,49.60651000
1780343100000,71638.01000000,71638.01000000,71520.40000000,71520.41000000,29.42062000
1780343400000,71520.40000000,71587.87000000,71507.60000000,71542.48000000,43.61999000
1780343700000,71542.47000000,71597.72000000,71524.00000000,71595.24000000,37.93572000
1780344000000,71595.24000000,71595.24000000,71520.01000000,71536.07000000,13.88879000
1780344300000,71536.07000000,71564.00000000,71526.87000000,71540.58000000,7.42876000
1780344600000,71540.58000000,71576.00000000,71524.74000000,71570.80000000,13.55579000
1780344900000,71570.80000000,71616.08000000,71525.10000000,71616.07000000,11.46104000
1780345200000,71616.08000000,71690.00000000,71600.00000000,71614.02000000,42.27294000
1780345500000,71614.02000000,71614.03000000,71563.55000000,71602.00000000,13.38848000
1780345800000,71602.00000000,71629.58000000,71584.55000000,71619.99000000,16.39137000
1780346100000,71620.00000000,71670.01000000,71619.99000000,71646.90000000,21.02362000
1780346400000,71646.89000000,71646.89000000,71577.41000000,71591.65000000,39.03371000
1780346700000,71591.65000000,71608.00000000,71568.51000000,71593.12000000,24.88905000
1780347000000,71593.12000000,71593.12000000,71504.00000000,71504.00000000,25.77354000
1780347300000,71504.00000000,71504.01000000,71419.64000000,71446.00000000,44.16521000
1780347600000,71445.99000000,71449.98000000,71381.11000000,71420.19000000,39.36442000
1780347900000,71420.20000000,71428.57000000,71156.00000000,71156.00000000,81.09878000
1780348200000,71156.01000000,71225.22000000,71154.36000000,71220.00000000,61.22128000
1780348500000,71220.00000000,71223.13000000,71083.33000000,71124.66000000,49.70373000
1780348800000,71124.67000000,71226.00000000,71124.67000000,71217.99000000,34.37030000
1780349100000,71218.00000000,71230.00000000,71095.83000000,71148.56000000,69.79225000
1780349400000,71148.57000000,71158.00000000,71116.00000000,71124.00000000,19.79439000
1780349700000,71124.00000000,71130.00000000,71068.20000000,71106.86000000,19.55598000
1780350000000,71106.85000000,71142.41000000,70941.95000000,71014.38000000,75.20253000
1780350300000,71014.37000000,71106.67000000,70975.54000000,71102.56000000,60.67933000
1780350600000,71102.55000000,71120.00000000,71029.99000000,71043.99000000,26.10150000
1780350900000,71043.99000000,71086.00000000,70974.06000000,71038.01000000,36.97347000
1780351200000,71038.01000000,71038.01000000,70888.00000000,70899.75000000,61.07904000
1780351500000,70899.74000000,70948.63000000,70840.90000000,70914.85000000,48.79249000
1780351800000,70914.84000000,70994.00000000,70914.84000000,70976.01000000,65.25672000
1780352100000,70976.01000000,71174.98000000,70976.00000000,71172.60000000,122.69217000
1780352400000,71172.60000000,71190.00000000,71142.77000000,71142.78000000,66.80254000
1780352700000,71142.78000000,71326.00000000,71142.77000000,71284.30000000,148.76671000
1780353000000,71284.29000000,71357.50000000,71206.00000000,71206.01000000,41.97355000
1780353300000,71206.01000000,71222.18000000,71082.00000000,71127.45000000,35.79991000
1780353600000,71127.45000000,71172.49000000,71090.00000000,71141.29000000,34.18676000
1780353900000,71141.29000000,71379.77000000,71141.28000000,71378.00000000,61.28108000
1780354200000,71378.00000000,71400.65000000,71352.33000000,71365.47000000,46.61625000
1780354500000,71365.46000000,71460.00000000,71365.46000000,71408.00000000,37.38801000
1780354800000,71407.99000000,71420.23000000,71355.36000000,71382.00000000,36.19199000
1780355100000,71381.99000000,71393.83000000,71320.27000000,71371.26000000,34.99690000
1780355400000,71371.26000000,71441.42000000,71352.00000000,71366.24000000,30.65634000
1780355700000,71366.24000000,71470.00000000,71366.23000000,71428.00000000,59.02753000
1780356000000,71428.00000000,71428.01000000,71346.44000000,71346.44000000,24.92680000
1780356300000,71346.45000000,71361.14000000,71248.00000000,71248.00000000,42.05788000
1780356600000,71248.01000000,71327.81000000,71225.29000000,71327.29000000,36.43387000
1780356900000,71327.29000000,71583.29000000,71315.70000000,71510.00000000,146.84797000
1780357200000,71510.00000000,71583.29000000,71498.37000000,71510.01000000,36.45671000
1780357500000,71510.00000000,71552.00000000,71478.00000000,71542.00000000,29.16377000
1780357800000,71542.00000000,71548.38000000,71396.84000000,71439.78000000,66.38317000
1780358100000,71439.77000000,71439.78000000,71372.21000000,71408.90000000,54.93496000
1780358400000,71408.90000000,71408.90000000,71319.99000000,71325.84000000,93.87093000
1780358700000,71325.85000000,71341.58000000,71282.25000000,71282.26000000,80.44248000
1780359000000,71282.26000000,71316.72000000,71255.16000000,71268.01000000,49.38235000
1780359300000,71268.01000000,71303.77000000,71208.01000000,71208.01000000,43.25750000
1780359600000,71208.01000000,71234.00000000,71166.96000000,71175.11000000,34.00578000
1780359900000,71175.10000000,71230.00000000,71154.01000000,71230.00000000,51.79136000
1780360200000,71230.00000000,71300.00000000,71196.00000000,71244.01000000,53.16661000
1780360500000,71244.01000000,71292.52000000,71160.84000000,71180.07000000,36.73545000
1780360800000,71180.07000000,71198.00000000,71100.00000000,71180.00000000,51.32424000
1780361100000,71180.01000000,71199.85000000,71149.99000000,71184.35000000,37.37445000
1780361400000,71184.34000000,71277.38000000,71184.34000000,71277.38000000,90.83396000
1780361700000,71277.38000000,71303.09000000,71255.99000000,71289.23000000,55.51807000
1780362000000,71289.24000000,71355.62000000,71251.74000000,71261.99000000,69.88049000
1780362300000,71261.99000000,71332.61000000,71228.01000000,71239.99000000,40.21376000
1780362600000,71240.00000000,71372.00000000,71240.00000000,71369.99000000,40.65953000
1780362900000,71369.99000000,71370.00000000,71269.67000000,71302.01000000,48.24882000
1780363200000,71302.00000000,71334.00000000,71269.67000000,71289.99000000,65.74406000
1780363500000,71289.99000000,71336.00000000,71200.00000000,71207.77000000,96.60177000
1780363800000,71207.77000000,71223.13000000,70952.94000000,70969.82000000,278.30807000
1780364100000,70969.81000000,71003.99000000,70788.02000000,70847.33000000,112.41168000
1780364400000,70847.14000000,70994.00000000,70838.00000000,70960.01000000,49.15576000
1780364700000,70960.01000000,70960.01000000,70767.75000000,70912.12000000,73.66469000
1780365000000,70912.12000000,70937.75000000,70839.39000000,70839.40000000,33.46031000
1780365300000,70839.39000000,70866.45000000,70607.57000000,70652.47000000,126.50353000
1780365600000,70652.47000000,70724.01000000,70517.90000000,70578.59000000,146.77771000
1780365900000,70578.59000000,70582.45000000,70111.00000000,70260.40000000,486.42216000
1780366200000,70260.40000000,70346.64000000,70157.81000000,70346.64000000,95.01888000
1780366500000,70346.64000000,70359.96000000,70157.80000000,70253.92000000,86.82602000
1780366800000,70253.92000000,70555.00000000,70253.92000000,70547.55000000,117.78897000
1780367100000,70547.55000000,70822.00000000,70547.55000000,70807.51000000,130.07092000
1780367400000,70807.51000000,70826.00000000,70736.00000000,70776.01000000,53.05390000
1780367700000,70776.01000000,70880.63000000,70733.29000000,70741.14000000,56.34280000
1780368000000,70741.13000000,70741.13000000,70581.18000000,70599.26000000,30.92981000
1780368300000,70599.26000000,70752.63000000,70583.00000000,70650.00000000,26.36265000
1780368600000,70650.00000000,70775.61000000,70635.81000000,70687.99000000,43.29437000
1780368900000,70687.99000000,70846.65000000,70670.87000000,70846.49000000,47.25621000
1780369200000,70846.48000000,70956.01000000,70806.00000000,70955.14000000,59.12671000
1780369500000,70955.15000000,71041.04000000,70955.14000000,71015.26000000,58.86906000
1780369800000,71015.27000000,71028.87000000,70896.00000000,70901.43000000,25.62830000
1780370100000,70901.43000000,71000.10000000,70901.43000000,70912.15000000,29.81500000
1780370400000,70912.16000000,70967.87000000,70823.74000000,70946.80000000,30.81298000
1780370700000,70946.79000000,71000.11000000,70936.26000000,70958.00000000,29.43112000
1780371000000,70958.00000000,71004.72000000,70914.00000000,70939.66000000,34.55630000
1780371300000,70939.66000000,70980.00000000,70929.82000000,70958.97000000,42.06018000
1780371600000,70958.98000000,70989.26000000,70930.00000000,70989.26000000,55.64199000
1780371900000,70989.27000000,71011.10000000,70938.05000000,70950.83000000,42.49080000
1780372200000,70950.83000000,71014.54000000,70950.83000000,71010.53000000,62.05792000
1780372500000,71010.54000000,71010.54000000,70936.49000000,70953.69000000,22.45717000
1780372800000,70953.70000000,71013.90000000,70932.00000000,70952.00000000,29.14778000
1780373100000,70952.00000000,70988.06000000,70776.63000000,70794.45000000,53.44533000
1780373400000,70794.44000000,70803.17000000,70713.54000000,70770.81000000,36.88311000
1780373700000,70770.81000000,70905.91000000,70770.81000000,70888.00000000,61.56454000
1780374000000,70888.00000000,70911.70000000,70816.82000000,70876.49000000,33.38525000
1780374300000,70876.48000000,71028.25000000,70860.96000000,70975.89000000,57.37246000
1780374600000,70975.90000000,71030.00000000,70922.00000000,71030.00000000,31.14422000
1780374900000,71029.99000000,71048.00000000,71000.00000000,71037.99000000,33.85270000
1780375200000,71037.99000000,71038.00000000,70994.47000000,71027.34000000,23.52120000
1780375500000,71027.35000000,71027.35000000,70909.98000000,70909.98000000,43.05259000
1780375800000,70909.98000000,70916.00000000,70860.36000000,70900.01000000,25.22037000
1780376100000,70900.00000000,70900.00000000,70764.00000000,70810.00000000,60.77799000
1780376400000,70810.00000000,70847.66000000,70600.37000000,70608.53000000,37.69832000
1780376700000,70608.53000000,70699.17000000,70590.00000000,70682.01000000,64.27712000
1780377000000,70682.01000000,70835.35000000,70667.50000000,70810.01000000,44.53630000
1780377300000,70810.00000000,70814.01000000,70719.18000000,70732.75000000,23.04317000
1780377600000,70732.74000000,70765.39000000,70715.23000000,70715.25000000,25.76783000
1780377900000,70715.25000000,70715.25000000,70582.29000000,70602.61000000,58.08140000
1780378200000,70602.61000000,70723.73000000,70529.82000000,70669.99000000,68.82083000
1780378500000,70670.00000000,70681.20000000,70590.00000000,70610.03000000,88.43005000
1780378800000,70610.03000000,70610.03000000,70437.95000000,70534.91000000,119.70209000
1780379100000,70534.37000000,70534.37000000,70405.85000000,70434.33000000,125.26942000
1780379400000,70434.34000000,70459.99000000,70353.86000000,70385.99000000,60.71443000
1780379700000,70385.99000000,70394.85000000,70267.79000000,70268.96000000,115.77685000
1780380000000,70268.97000000,70389.56000000,70262.00000000,70367.83000000,68.57551000
1780380300000,70367.83000000,70442.00000000,70356.00000000,70410.01000000,57.91888000
1780380600000,70410.01000000,70410.01000000,70230.00000000,70310.01000000,58.16438000
1780380900000,70310.01000000,70393.99000000,70298.00000000,70298.00000000,35.81635000
1780381200000,70298.00000000,70332.16000000,70239.60000000,70242.21000000,57.35590000
1780381500000,70242.21000000,70378.00000000,70230.45000000,70370.19000000,40.00885000
1780381800000,70370.20000000,70424.40000000,70322.56000000,70360.01000000,100.71821000
1780382100000,70360.01000000,70364.00000000,70276.25000000,70322.94000000,110.50178000
1780382400000,70322.95000000,70352.00000000,70258.00000000,70258.00000000,94.95579000
1780382700000,70258.00000000,70314.97000000,70008.00000000,70237.03000000,295.04824000
1780383000000,70237.02000000,70335.39000000,70110.00000000,70177.15000000,89.47761000
1780383300000,70177.14000000,70177.14000000,69958.49000000,70106.31000000,498.60799000
1780383600000,70106.31000000,70166.66000000,69733.00000000,69839.98000000,443.61165000
1780383900000,69839.98000000,70016.48000000,69835.07000000,69982.00000000,108.34003000
1780384200000,69982.01000000,70073.48000000,69974.00000000,70050.38000000,75.07736000
1780384500000,70050.38000000,70275.86000000,70050.37000000,70192.46000000,76.06547000
1780384800000,70192.46000000,70192.46000000,70034.11000000,70034.12000000,53.54637000
1780385100000,70034.12000000,70034.12000000,69835.65000000,69913.99000000,78.32796000
1780385400000,69914.00000000,70140.11000000,69907.17000000,70111.55000000,136.15922000
1780385700000,70111.56000000,70257.80000000,70076.00000000,70204.22000000,97.42373000
1780386000000,70204.22000000,70246.30000000,70193.37000000,70213.38000000,86.85026000
1780386300000,70213.38000000,70213.38000000,70073.71000000,70125.24000000,89.13155000
1780386600000,70125.25000000,70172.97000000,70095.36000000,70133.98000000,64.73378000
1780386900000,70133.98000000,70218.49000000,70108.00000000,70118.42000000,79.53075000
1780387200000,70118.42000000,70172.00000000,70018.00000000,70021.99000000,61.57850000
1780387500000,70021.99000000,70085.99000000,70002.55000000,70005.82000000,56.61123000
1780387800000,70005.82000000,70076.00000000,69966.97000000,70055.01000000,110.01216000
1780388100000,70055.01000000,70055.01000000,69934.01000000,69977.83000000,41.23658000
1780388400000,69978.00000000,70004.03000000,69893.09000000,69908.60000000,104.97892000
1780388700000,69908.60000000,70088.00000000,69873.19000000,70020.00000000,79.00557000
1780389000000,70019.99000000,70080.00000000,70010.15000000,70027.69000000,59.73317000
1780389300000,70027.70000000,70027.70000000,69908.01000000,69951.86000000,59.39963000
1780389600000,69951.86000000,69955.32000000,69860.03000000,69861.75000000,22.72813000
1780389900000,69861.75000000,69943.33000000,69800.00000000,69801.30000000,119.01010000
1780390200000,69801.31000000,69833.62000000,69775.00000000,69775.00000000,131.57331000
1780390500000,69775.01000000,69849.00000000,69705.30000000,69821.99000000,98.78260000
1780390800000,69822.00000000,69849.00000000,69590.92000000,69597.09000000,270.88605000
1780391100000,69597.10000000,69714.00000000,69597.09000000,69654.57000000,184.04159000
1780391400000,69654.58000000,69654.58000000,69500.00000000,69555.96000000,185.21959000
1780391700000,69555.97000000,69628.53000000,69491.45000000,69612.75000000,133.29837000
1780392000000,69612.74000000,69614.00000000,69417.93000000,69489.99000000,126.77090000
1780392300000,69489.99000000,69489.99000000,69324.65000000,69399.10000000,129.94694000
1780392600000,69399.10000000,69550.00000000,69349.03000000,69526.71000000,116.30991000
1780392900000,69526.70000000,69566.96000000,69475.00000000,69475.31000000,67.86428000
1780393200000,69475.31000000,69514.00000000,69424.29000000,69490.01000000,101.30825000
1780393500000,69490.01000000,69524.00000000,69380.01000000,69496.28000000,95.80852000
1780393800000,69496.28000000,69510.93000000,69396.46000000,69396.47000000,38.80043000
1780394100000,69396.47000000,69454.41000000,69392.16000000,69426.01000000,48.96370000
1780394400000,69426.01000000,69533.23000000,69336.98000000,69522.01000000,203.70584000
1780394700000,69522.01000000,69648.00000000,69501.23000000,69636.00000000,119.02392000
1780395000000,69636.00000000,69756.00000000,69602.75000000,69657.99000000,104.48662000
1780395300000,69658.00000000,69724.16000000,69642.00000000,69724.16000000,39.66621000
1780395600000,69724.15000000,69724.16000000,69518.00000000,69544.39000000,74.70756000
1780395900000,69544.40000000,69662.57000000,69533.41000000,69646.01000000,25.63994000
1780396200000,69646.00000000,69673.93000000,69504.01000000,69512.00000000,43.42458000
1780396500000,69512.00000000,69535.29000000,69448.00000000,69496.00000000,60.86549000
1780396800000,69495.99000000,69513.44000000,69470.00000000,69474.00000000,29.66609000
1780397100000,69474.00000000,69530.08000000,69470.73000000,69480.00000000,93.48032000
1780397400000,69480.00000000,69690.18000000,69479.99000000,69662.12000000,68.09323000
1780397700000,69662.11000000,69690.18000000,69645.05000000,69652.19000000,42.10812000
1780398000000,69652.18000000,69659.47000000,69568.21000000,69587.25000000,32.10025000
1780398300000,69587.26000000,69611.52000000,69557.08000000,69602.00000000,24.52857000
1780398600000,69602.00000000,69608.01000000,69497.14000000,69552.00000000,38.20908000
1780398900000,69551.99000000,69566.06000000,69430.00000000,69450.01000000,45.19745000
1780399200000,69450.01000000,69522.20000000,69443.51000000,69522.08000000,36.34290000
1780399500000,69522.09000000,69536.00000000,69465.64000000,69495.99000000,29.50971000
1780399800000,69495.99000000,69495.99000000,69397.83000000,69430.00000000,54.97282000
1780400100000,69429.99000000,69517.36000000,69420.00000000,69516.74000000,39.15702000
1780400400000,69516.73000000,69531.76000000,69474.00000000,69474.00000000,24.82173000
1780400700000,69474.00000000,69547.99000000,69463.27000000,69536.01000000,19.33034000
1780401000000,69536.00000000,69607.03000000,69512.00000000,69587.25000000,46.93467000
1780401300000,69587.26000000,69587.26000000,69461.72000000,69461.72000000,26.48948000
1780401600000,69461.73000000,69548.13000000,69392.00000000,69490.01000000,63.15828000
1780401900000,69490.00000000,69490.00000000,69288.00000000,69468.63000000,145.80079000
1780402200000,69468.63000000,69482.83000000,69319.91000000,69343.99000000,159.82265000
1780402500000,69344.00000000,69364.00000000,69242.02000000,69245.15000000,90.00707000
1780402800000,69245.14000000,69439.85000000,69242.02000000,69407.48000000,63.92734000
1780403100000,69407.49000000,69409.78000000,69268.55000000,69286.03000000,52.71399000
1780403400000,69286.03000000,69286.04000000,69160.00000000,69173.84000000,133.12694000
1780403700000,69173.84000000,69190.97000000,69100.00000000,69104.00000000,182.20247000
1780404000000,69104.00000000,69243.85000000,69074.00000000,69215.51000000,95.80589000
1780404300000,69215.52000000,69250.00000000,69116.01000000,69130.04000000,98.89499000
1780404600000,69130.04000000,69130.04000000,69063.86000000,69063.87000000,70.13569000
1780404900000,69063.87000000,69095.14000000,68989.61000000,69010.42000000,226.66542000
1780405200000,69010.41000000,69180.00000000,68936.00000000,69106.01000000,291.21144000
1780405500000,69106.00000000,69120.00000000,68980.00000000,69005.99000000,108.57557000
1780405800000,69006.00000000,69066.00000000,68899.00000000,68918.81000000,93.62043000
1780406100000,68918.81000000,69056.57000000,68872.00000000,68994.00000000,164.72500000
1780406400000,68994.01000000,69100.00000000,68994.00000000,69062.01000000,140.63553000
1780406700000,69062.00000000,69100.00000000,69002.78000000,69020.00000000,117.53581000
1780407000000,69019.99000000,69106.00000000,68920.00000000,68957.10000000,144.64830000
1780407300000,68957.10000000,68976.00000000,68806.96000000,68880.71000000,199.37417000
1780407600000,68880.70000000,68968.56000000,68768.01000000,68879.76000000,195.76129000
1780407900000,68879.76000000,68980.45000000,68836.00000000,68890.01000000,102.31689000
1780408200000,68890.00000000,68897.79000000,68782.28000000,68795.93000000,93.81827000
1780408500000,68795.94000000,68839.85000000,68757.03000000,68811.91000000,110.60636000
1780408800000,68809.93000000,68836.00000000,68611.81000000,68635.99000000,235.68330000
1780409100000,68635.99000000,68739.25000000,68430.35000000,68433.50000000,319.91332000
1780409400000,68433.50000000,68696.05000000,68307.80000000,68584.00000000,335.28811000
1780409700000,68584.01000000,68584.01000000,68300.89000000,68333.36000000,214.10915000
1780410000000,68333.37000000,68388.00000000,67940.45000000,68006.32000000,856.82126000
1780410300000,68006.32000000,68113.13000000,67617.85000000,67884.28000000,722.39645000
1780410600000,67884.29000000,68145.12000000,67860.00000000,68069.72000000,282.32527000
1780410900000,68069.74000000,68280.00000000,68045.61000000,68084.00000000,236.20914000
1780411200000,68084.00000000,68084.00000000,67900.00000000,68023.58000000,235.54489000
1780411500000,68023.58000000,68262.00000000,68016.65000000,68246.51000000,143.45904000
1780411800000,68246.51000000,68280.00000000,68082.72000000,68102.09000000,96.50793000
1780412100000,68102.10000000,68153.18000000,67980.66000000,68019.30000000,167.53841000
1780412400000,68019.30000000,68037.46000000,67830.00000000,67930.47000000,155.01146000
1780412700000,67930.48000000,68094.60000000,67930.48000000,68004.01000000,183.56495000
1780413000000,68004.01000000,68011.82000000,67822.00000000,67854.49000000,142.74489000
1780413300000,67854.49000000,67854.49000000,67628.31000000,67703.23000000,176.86601000
1780413600000,67704.11000000,67790.49000000,67533.00000000,67599.11000000,280.59652000
1780413900000,67599.11000000,67618.49000000,67372.61000000,67450.00000000,300.88427000
1780414200000,67450.01000000,67499.69000000,67166.00000000,67246.92000000,392.73329000
1780414500000,67246.93000000,67300.00000000,67076.00000000,67196.56000000,322.82585000
1780414800000,67196.55000000,67373.36000000,67196.55000000,67277.59000000,193.50386000
1780415100000,67277.59000000,67495.13000000,67155.06000000,67174.23000000,161.08305000
1780415400000,67174.23000000,67214.37000000,67112.70000000,67171.15000000,125.14974000
1780415700000,67171.16000000,67332.91000000,67146.17000000,67304.28000000,108.83080000
1780416000000,67304.29000000,67450.09000000,67228.45000000,67436.56000000,76.34876000
1780416300000,67436.57000000,67590.36000000,67372.81000000,67571.84000000,129.50802000
1780416600000,67571.84000000,67969.68000000,67519.42000000,67928.45000000,258.23490000
1780416900000,67928.45000000,68146.30000000,67842.99000000,68084.39000000,295.44010000
1780417200000,68084.40000000,68102.46000000,67799.02000000,67828.00000000,134.50138000
1780417500000,67828.00000000,67896.00000000,67787.28000000,67863.72000000,96.34665000
1780417800000,67863.72000000,67868.75000000,67795.30000000,67795.31000000,102.85433000
1780418100000,67795.32000000,67815.93000000,67541.65000000,67610.00000000,315.61590000
1780418400000,67610.01000000,67700.00000000,67568.00000000,67631.67000000,59.63964000
1780418700000,67631.68000000,67833.96000000,67623.19000000,67762.00000000,128.87390000
1780419000000,67762.00000000,67762.01000000,67541.29000000,67545.67000000,80.76491000
1780419300000,67545.67000000,67594.01000000,67404.31000000,67413.44000000,111.80113000
1780419600000,67413.44000000,67573.40000000,67378.00000000,67531.50000000,81.63510000
1780419900000,67531.51000000,67626.00000000,67411.11000000,67446.89000000,81.48070000
1780420200000,67446.88000000,67536.00000000,67442.00000000,67507.19000000,60.23468000
1780420500000,67507.18000000,67572.30000000,67460.00000000,67568.54000000,53.21675000
1780420800000,67568.53000000,67801.54000000,67568.00000000,67801.53000000,92.50322000
1780421100000,67801.54000000,67806.00000000,67716.01000000,67740.01000000,56.14349000
1780421400000,67740.00000000,67837.53000000,67576.00000000,67622.01000000,70.27855000
1780421700000,67622.01000000,67698.49000000,67616.00000000,67661.35000000,43.60994000
1780422000000,67661.35000000,67661.35000000,67477.39000000,67496.25000000,67.16143000
1780422300000,67496.25000000,67514.00000000,67420.00000000,67454.44000000,117.00492000
1780422600000,67454.43000000,67508.00000000,67390.60000000,67456.00000000,119.40422000
1780422900000,67456.00000000,67524.00000000,67425.82000000,67492.34000000,63.21850000
1780423200000,67492.34000000,67593.99000000,67490.00000000,67537.19000000,84.91198000
1780423500000,67537.19000000,67627.97000000,67516.01000000,67604.00000000,102.34642000
1780423800000,67604.00000000,67661.70000000,67584.00000000,67600.01000000,52.39292000
1780424100000,67600.00000000,67616.00000000,67533.33000000,67542.92000000,79.81473000
1780424400000,67542.91000000,67556.62000000,67404.00000000,67404.00000000,59.79458000
1780424700000,67404.00000000,67449.54000000,67288.78000000,67301.56000000,111.15987000
1780425000000,67301.56000000,67363.38000000,67253.94000000,67290.02000000,73.65400000
1780425300000,67290.02000000,67312.86000000,67215.92000000,67244.01000000,74.04701000
1780425600000,67244.01000000,67300.00000000,67200.00000000,67300.00000000,59.60811000
1780425900000,67300.00000000,67313.82000000,67205.53000000,67286.00000000,59.48130000
1780426200000,67286.00000000,67290.46000000,67124.20000000,67124.21000000,95.30411000
1780426500000,67124.21000000,67358.88000000,67124.21000000,67341.99000000,73.63094000
1780426800000,67341.99000000,67424.30000000,67262.68000000,67275.28000000,105.15984000
1780427100000,67275.29000000,67356.00000000,67230.48000000,67280.66000000,101.16777000
1780427400000,67280.65000000,67372.08000000,67280.65000000,67344.89000000,81.71137000
1780427700000,67344.90000000,67372.93000000,67169.94000000,67183.62000000,67.02945000
1780428000000,67183.61000000,67240.00000000,67100.22000000,67100.22000000,89.56183000
1780428300000,67100.22000000,67188.72000000,66932.00000000,66978.20000000,425.62234000
